countyname_fips,state,fipscounty,fy2023cbsa,fy2023cbsaname,ssa_code,state_name,countyname_rate
CARTER,OK,40019,,,37090,OKLAHOMA,CARTER
CHEROKEE,OK,40021,,,37100,OKLAHOMA,CHEROKEE
CHOCTAW,OK,40023,,,37110,OKLAHOMA,CHOCTAW
CIMARRON,OK,40025,,,37120,OKLAHOMA,CIMARRON
CLEVELAND,OK,40027,36420.0,"Oklahoma City, OK",37130,OKLAHOMA,CLEVELAND
COAL,OK,40029,,,37140,OKLAHOMA,COAL
COMANCHE,OK,40031,30020.0,"Lawton, OK",37150,OKLAHOMA,COMANCHE
COTTON,OK,40033,30020.0,"Lawton, OK",37160,OKLAHOMA,COTTON
CRAIG,OK,40035,,,37170,OKLAHOMA,CRAIG
CREEK,OK,40037,46140.0,"Tulsa, OK",37180,OKLAHOMA,CREEK
CUSTER,OK,40039,,,37190,OKLAHOMA,CUSTER
DELAWARE,OK,40041,,,37200,OKLAHOMA,DELAWARE
DEWEY,OK,40043,,,37210,OKLAHOMA,DEWEY
ELLIS,OK,40045,,,37220,OKLAHOMA,ELLIS
GARFIELD,OK,40047,21420.0,"Enid, OK",37230,OKLAHOMA,GARFIELD
GARVIN,OK,40049,,,37240,OKLAHOMA,GARVIN
GRADY,OK,40051,36420.0,"Oklahoma City, OK",37250,OKLAHOMA,GRADY
GRANT,OK,40053,,,37260,OKLAHOMA,GRANT
GREER,OK,40055,,,37270,OKLAHOMA,GREER
HARMON,OK,40057,,,37280,OKLAHOMA,HARMON
HARPER,OK,40059,,,37290,OKLAHOMA,HARPER
HASKELL,OK,40061,,,37300,OKLAHOMA,HASKELL
HUGHES,OK,40063,,,37310,OKLAHOMA,HUGHES
JACKSON,OK,40065,,,37320,OKLAHOMA,JACKSON
JEFFERSON,OK,40067,,,37330,OKLAHOMA,JEFFERSON
JOHNSTON,OK,40069,,,37340,OKLAHOMA,JOHNSTON
KAY,OK,40071,,,37350,OKLAHOMA,KAY
KINGFISHER,OK,40073,,,37360,OKLAHOMA,KINGFISHER
KIOWA,OK,40075,,,37370,OKLAHOMA,KIOWA
LATIMER,OK,40077,,,37380,OKLAHOMA,LATIMER
LE FLORE,OK,40079,,,37390,OKLAHOMA,LE FLORE
LINCOLN,OK,40081,36420.0,"Oklahoma City, OK",37400,OKLAHOMA,LINCOLN
LOGAN,OK,40083,36420.0,"Oklahoma City, OK",37410,OKLAHOMA,LOGAN
LOVE,OK,40085,,,37420,OKLAHOMA,LOVE
MCCLAIN,OK,40087,36420.0,"Oklahoma City, OK",37430,OKLAHOMA,MCCLAIN
MCCURTAIN,OK,40089,,,37440,OKLAHOMA,MCCURTAIN
MCINTOSH,OK,40091,,,37450,OKLAHOMA,MCINTOSH
MAJOR,OK,40093,,,37460,OKLAHOMA,MAJOR
MARSHALL,OK,40095,,,37470,OKLAHOMA,MARSHALL
MAYES,OK,40097,,,37480,OKLAHOMA,MAYES
MURRAY,OK,40099,,,37490,OKLAHOMA,MURRAY
MUSKOGEE,OK,40101,,,37500,OKLAHOMA,MUSKOGEE
NOBLE,OK,40103,,,37510,OKLAHOMA,NOBLE
NOWATA,OK,40105,,,37520,OKLAHOMA,NOWATA
OKFUSKEE,OK,40107,,,37530,OKLAHOMA,OKFUSKEE
OKLAHOMA,OK,40109,36420.0,"Oklahoma City, OK",37540,OKLAHOMA,OKLAHOMA
OKMULGEE,OK,40111,46140.0,"Tulsa, OK",37550,OKLAHOMA,OKMULGEE
OSAGE,OK,40113,46140.0,"Tulsa, OK",37560,OKLAHOMA,OSAGE
OTTAWA,OK,40115,,,37570,OKLAHOMA,OTTAWA
PAWNEE,OK,40117,46140.0,"Tulsa, OK",37580,OKLAHOMA,PAWNEE
PAYNE,OK,40119,,,37590,OKLAHOMA,PAYNE
PITTSBURG,OK,40121,,,37600,OKLAHOMA,PITTSBURG
PONTOTOC,OK,40123,,,37610,OKLAHOMA,PONTOTOC
POTTAWATOMIE,OK,40125,,,37620,OKLAHOMA,POTTAWATOMIE
PUSHMATAHA,OK,40127,,,37630,OKLAHOMA,PUSHMATAHA
ROGER MILLS,OK,40129,,,37640,OKLAHOMA,ROGER MILLS
ROGERS,OK,40131,46140.0,"Tulsa, OK",37650,OKLAHOMA,ROGERS
SEMINOLE,OK,40133,,,37660,OKLAHOMA,SEMINOLE
SEQUOYAH,OK,40135,22900.0,"Fort Smith, AR-OK",37670,OKLAHOMA,SEQUOYAH
STEPHENS,OK,40137,,,37680,OKLAHOMA,STEPHENS
TEXAS,OK,40139,,,37690,OKLAHOMA,TEXAS
TILLMAN,OK,40141,,,37700,OKLAHOMA,TILLMAN
TULSA,OK,40143,46140.0,"Tulsa, OK",37710,OKLAHOMA,TULSA
WAGONER,OK,40145,46140.0,"Tulsa, OK",37720,OKLAHOMA,WAGONER
WASHINGTON,OK,40147,,,37730,OKLAHOMA,WASHINGTON
WASHITA,OK,40149,,,37740,OKLAHOMA,WASHITA
WOODS,OK,40151,,,37750,OKLAHOMA,WOODS
WOODWARD,OK,40153,,,37760,OKLAHOMA,WOODWARD
STATEWIDE,OK,40990,,,,,
BAKER,OR,41001,,,38000,OREGON,BAKER
BENTON,OR,41003,18700.0,"Corvallis, OR",38010,OREGON,BENTON
CLACKAMAS,OR,41005,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",38020,OREGON,CLACKAMAS
CLATSOP,OR,41007,,,38030,OREGON,CLATSOP
COLUMBIA,OR,41009,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",38040,OREGON,COLUMBIA
COOS,OR,41011,,,38050,OREGON,COOS
CROOK,OR,41013,,,38060,OREGON,CROOK
CURRY,OR,41015,,,38070,OREGON,CURRY
DESCHUTES,OR,41017,13460.0,"Bend, OR",38080,OREGON,DESCHUTES
DOUGLAS,OR,41019,,,38090,OREGON,DOUGLAS
GILLIAM,OR,41021,,,38100,OREGON,GILLIAM
GRANT,OR,41023,,,38110,OREGON,GRANT
HARNEY,OR,41025,,,38120,OREGON,HARNEY
HOOD RIVER,OR,41027,,,38130,OREGON,HOOD RIVER
JACKSON,OR,41029,32780.0,"Medford, OR",38140,OREGON,JACKSON
JEFFERSON,OR,41031,,,38150,OREGON,JEFFERSON
JOSEPHINE,OR,41033,24420.0,"Grants Pass, OR",38160,OREGON,JOSEPHINE
KLAMATH,OR,41035,,,38170,OREGON,KLAMATH
LAKE,OR,41037,,,38180,OREGON,LAKE
LANE,OR,41039,21660.0,"Eugene-Springfield, OR",38190,OREGON,LANE
LINCOLN,OR,41041,,,38200,OREGON,LINCOLN
LINN,OR,41043,10540.0,"Albany-Lebanon, OR",38210,OREGON,LINN
MALHEUR,OR,41045,,,38220,OREGON,MALHEUR
MARION,OR,41047,41420.0,"Salem, OR",38230,OREGON,MARION
MORROW,OR,41049,,,38240,OREGON,MORROW
MULTNOMAH,OR,41051,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",38250,OREGON,MULTNOMAH
POLK,OR,41053,41420.0,"Salem, OR",38260,OREGON,POLK
SHERMAN,OR,41055,,,38270,OREGON,SHERMAN
TILLAMOOK,OR,41057,,,38280,OREGON,TILLAMOOK
UMATILLA,OR,41059,,,38290,OREGON,UMATILLA
UNION,OR,41061,,,38300,OREGON,UNION
WALLOWA,OR,41063,,,38310,OREGON,WALLOWA
WASCO,OR,41065,,,38320,OREGON,WASCO
WASHINGTON,OR,41067,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",38330,OREGON,WASHINGTON
WHEELER,OR,41069,,,38340,OREGON,WHEELER
YAMHILL,OR,41071,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",38350,OREGON,YAMHILL
STATEWIDE,OR,41990,,,,,
ADAMS,PA,42001,23900.0,"Gettysburg, PA",39000,PENNSYLVANIA,ADAMS
ALLEGHENY,PA,42003,38300.0,"Pittsburgh, PA",39010,PENNSYLVANIA,ALLEGHENY
ARMSTRONG,PA,42005,38300.0,"Pittsburgh, PA",39070,PENNSYLVANIA,ARMSTRONG
BEAVER,PA,42007,38300.0,"Pittsburgh, PA",39080,PENNSYLVANIA,BEAVER
BEDFORD,PA,42009,,,39100,PENNSYLVANIA,BEDFORD
BERKS,PA,42011,39740.0,"Reading, PA",39110,PENNSYLVANIA,BERKS
BLAIR,PA,42013,11020.0,"Altoona, PA",39120,PENNSYLVANIA,BLAIR
BRADFORD,PA,42015,,,39130,PENNSYLVANIA,BRADFORD
BUCKS,PA,42017,33874.0,"Montgomery County-Bucks County-Chester County, PA",39140,PENNSYLVANIA,BUCKS
BUTLER,PA,42019,38300.0,"Pittsburgh, PA",39150,PENNSYLVANIA,BUTLER
CAMBRIA,PA,42021,27780.0,"Johnstown, PA",39160,PENNSYLVANIA,CAMBRIA
CAMERON,PA,42023,,,39180,PENNSYLVANIA,CAMERON
CARBON,PA,42025,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",39190,PENNSYLVANIA,CARBON
CENTRE,PA,42027,44300.0,"State College, PA",39200,PENNSYLVANIA,CENTRE
CHESTER,PA,42029,33874.0,"Montgomery County-Bucks County-Chester County, PA",39210,PENNSYLVANIA,CHESTER
CLARION,PA,42031,,,39220,PENNSYLVANIA,CLARION
CLEARFIELD,PA,42033,,,39230,PENNSYLVANIA,CLEARFIELD
CLINTON,PA,42035,,,39240,PENNSYLVANIA,CLINTON
COLUMBIA,PA,42037,14100.0,"Bloomsburg-Berwick, PA",39250,PENNSYLVANIA,COLUMBIA
CRAWFORD,PA,42039,,,39260,PENNSYLVANIA,CRAWFORD
CUMBERLAND,PA,42041,25420.0,"Harrisburg-Carlisle, PA",39270,PENNSYLVANIA,CUMBERLAND
DAUPHIN,PA,42043,25420.0,"Harrisburg-Carlisle, PA",39280,PENNSYLVANIA,DAUPHIN
DELAWARE,PA,42045,37964.0,"Philadelphia, PA",39290,PENNSYLVANIA,DELAWARE
ELK,PA,42047,,,39310,PENNSYLVANIA,ELK
ERIE,PA,42049,21500.0,"Erie, PA",39320,PENNSYLVANIA,ERIE
FAYETTE,PA,42051,38300.0,"Pittsburgh, PA",39330,PENNSYLVANIA,FAYETTE
FOREST,PA,42053,,,39340,PENNSYLVANIA,FOREST
FRANKLIN,PA,42055,16540.0,"Chambersburg-Waynesboro, PA",39350,PENNSYLVANIA,FRANKLIN
FULTON,PA,42057,,,39360,PENNSYLVANIA,FULTON
GREENE,PA,42059,,,39370,PENNSYLVANIA,GREENE
HUNTINGDON,PA,42061,,,39380,PENNSYLVANIA,HUNTINGDON
INDIANA,PA,42063,,,39390,PENNSYLVANIA,INDIANA
JEFFERSON,PA,42065,,,39400,PENNSYLVANIA,JEFFERSON
JUNIATA,PA,42067,,,39410,PENNSYLVANIA,JUNIATA
LACKAWANNA,PA,42069,42540.0,"Scranton--Wilkes-Barre, PA",39420,PENNSYLVANIA,LACKAWANNA
LANCASTER,PA,42071,29540.0,"Lancaster, PA",39440,PENNSYLVANIA,LANCASTER
LAWRENCE,PA,42073,,,39450,PENNSYLVANIA,LAWRENCE
LEBANON,PA,42075,30140.0,"Lebanon, PA",39460,PENNSYLVANIA,LEBANON
LEHIGH,PA,42077,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",39470,PENNSYLVANIA,LEHIGH
LUZERNE,PA,42079,42540.0,"Scranton--Wilkes-Barre, PA",39480,PENNSYLVANIA,LUZERNE
LYCOMING,PA,42081,48700.0,"Williamsport, PA",39510,PENNSYLVANIA,LYCOMING
MC KEAN,PA,42083,,,39520,PENNSYLVANIA,MCKEAN
MERCER,PA,42085,49660.0,"Youngstown-Warren-Boardman, OH-PA",39530,PENNSYLVANIA,MERCER
MIFFLIN,PA,42087,,,39540,PENNSYLVANIA,MIFFLIN
MONROE,PA,42089,20700.0,"East Stroudsburg, PA",39550,PENNSYLVANIA,MONROE
MONTGOMERY,PA,42091,33874.0,"Montgomery County-Bucks County-Chester County, PA",39560,PENNSYLVANIA,MONTGOMERY
MONTOUR,PA,42093,14100.0,"Bloomsburg-Berwick, PA",39580,PENNSYLVANIA,MONTOUR
NORTHAMPTON,PA,42095,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",39590,PENNSYLVANIA,NORTHAMPTON
NORTHUMBERLND,PA,42097,,,39600,PENNSYLVANIA,NORTHUMBERLAND
PERRY,PA,42099,25420.0,"Harrisburg-Carlisle, PA",39610,PENNSYLVANIA,PERRY
PHILADELPHIA,PA,42101,37964.0,"Philadelphia, PA",39620,PENNSYLVANIA,PHILADELPHIA
PIKE,PA,42103,35084.0,"Newark, NJ-PA",39630,PENNSYLVANIA,PIKE
POTTER,PA,42105,,,39640,PENNSYLVANIA,POTTER
SCHUYLKILL,PA,42107,,,39650,PENNSYLVANIA,SCHUYLKILL
SNYDER,PA,42109,,,39670,PENNSYLVANIA,SNYDER
SOMERSET,PA,42111,,,39680,PENNSYLVANIA,SOMERSET
SULLIVAN,PA,42113,,,39690,PENNSYLVANIA,SULLIVAN
SUSQUEHANNA,PA,42115,,,39700,PENNSYLVANIA,SUSQUEHANNA
TIOGA,PA,42117,,,39710,PENNSYLVANIA,TIOGA
UNION,PA,42119,,,39720,PENNSYLVANIA,UNION
VENANGO,PA,42121,,,39730,PENNSYLVANIA,VENANGO
WARREN,PA,42123,,,39740,PENNSYLVANIA,WARREN
WASHINGTON,PA,42125,38300.0,"Pittsburgh, PA",39750,PENNSYLVANIA,WASHINGTON
WAYNE,PA,42127,,,39760,PENNSYLVANIA,WAYNE
WESTMORELAND,PA,42129,38300.0,"Pittsburgh, PA",39770,PENNSYLVANIA,WESTMORELAND
WYOMING,PA,42131,42540.0,"Scranton--Wilkes-Barre, PA",39790,PENNSYLVANIA,WYOMING
YORK,PA,42133,49620.0,"York-Hanover, PA",39800,PENNSYLVANIA,YORK
STATEWIDE,PA,42990,,,,,
BRISTOL,RI,44001,39300.0,"Providence-Warwick, RI-MA",41000,RHODE ISLAND,BRISTOL
KENT,RI,44003,39300.0,"Providence-Warwick, RI-MA",41010,RHODE ISLAND,KENT
NEWPORT,RI,44005,39300.0,"Providence-Warwick, RI-MA",41020,RHODE ISLAND,NEWPORT
PROVIDENCE,RI,44007,39300.0,"Providence-Warwick, RI-MA",41030,RHODE ISLAND,PROVIDENCE
WASHINGTON,RI,44009,39300.0,"Providence-Warwick, RI-MA",41050,RHODE ISLAND,WASHINGTON
STATEWIDE,RI,44999,,,,,
ABBEVILLE,SC,45001,,,42000,SOUTH CAROLINA,ABBEVILLE
AIKEN,SC,45003,12260.0,"Augusta-Richmond County, GA-SC",42010,SOUTH CAROLINA,AIKEN
ALLENDALE,SC,45005,,,42020,SOUTH CAROLINA,ALLENDALE
ANDERSON,SC,45007,24860.0,"Greenville-Anderson, SC",42030,SOUTH CAROLINA,ANDERSON
BAMBERG,SC,45009,,,42040,SOUTH CAROLINA,BAMBERG
BARNWELL,SC,45011,,,42050,SOUTH CAROLINA,BARNWELL
BEAUFORT,SC,45013,25940.0,"Hilton Head Island-Bluffton, SC",42060,SOUTH CAROLINA,BEAUFORT
BERKELEY,SC,45015,16700.0,"Charleston-North Charleston, SC",42070,SOUTH CAROLINA,BERKELEY
CALHOUN,SC,45017,17900.0,"Columbia, SC",42080,SOUTH CAROLINA,CALHOUN
CHARLESTON,SC,45019,16700.0,"Charleston-North Charleston, SC",42090,SOUTH CAROLINA,CHARLESTON
CHEROKEE,SC,45021,,,42100,SOUTH CAROLINA,CHEROKEE
CHESTER,SC,45023,16740.0,"Charlotte-Concord-Gastonia, NC-SC",42110,SOUTH CAROLINA,CHESTER
CHESTER,SC,45023,16740.0,"Charlotte-Concord-Gastonia, NC-SC",42120,SOUTH CAROLINA,CHESTERFIELD
CHESTERFIELD,SC,45025,,,42110,SOUTH CAROLINA,CHESTER
CHESTERFIELD,SC,45025,,,42120,SOUTH CAROLINA,CHESTERFIELD
CLARENDON,SC,45027,44940.0,"Sumter, SC",42130,SOUTH CAROLINA,CLARENDON
COLLETON,SC,45029,,,42140,SOUTH CAROLINA,COLLETON
DARLINGTON,SC,45031,22500.0,"Florence, SC",42150,SOUTH CAROLINA,DARLINGTON
DILLON,SC,45033,,,42160,SOUTH CAROLINA,DILLON
DORCHESTER,SC,45035,16700.0,"Charleston-North Charleston, SC",42170,SOUTH CAROLINA,DORCHESTER
EDGEFIELD,SC,45037,12260.0,"Augusta-Richmond County, GA-SC",42180,SOUTH CAROLINA,EDGEFIELD
FAIRFIELD,SC,45039,17900.0,"Columbia, SC",42190,SOUTH CAROLINA,FAIRFIELD
FLORENCE,SC,45041,22500.0,"Florence, SC",42200,SOUTH CAROLINA,FLORENCE
GEORGETOWN,SC,45043,,,42210,SOUTH CAROLINA,GEORGETOWN
GREENVILLE,SC,45045,24860.0,"Greenville-Anderson, SC",42220,SOUTH CAROLINA,GREENVILLE
GREENWOOD,SC,45047,,,42230,SOUTH CAROLINA,GREENWOOD
HAMPTON,SC,45049,,,42240,SOUTH CAROLINA,HAMPTON
HORRY,SC,45051,34820.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",42250,SOUTH CAROLINA,HORRY
JASPER,SC,45053,25940.0,"Hilton Head Island-Bluffton, SC",42260,SOUTH CAROLINA,JASPER
KERSHAW,SC,45055,17900.0,"Columbia, SC",42270,SOUTH CAROLINA,KERSHAW
LANCASTER,SC,45057,16740.0,"Charlotte-Concord-Gastonia, NC-SC",42280,SOUTH CAROLINA,LANCASTER
LAURENS,SC,45059,24860.0,"Greenville-Anderson, SC",42290,SOUTH CAROLINA,LAURENS
LEE,SC,45061,,,42300,SOUTH CAROLINA,LEE
LEXINGTON,SC,45063,17900.0,"Columbia, SC",42310,SOUTH CAROLINA,LEXINGTON
MCCORMICK,SC,45065,,,42320,SOUTH CAROLINA,MCCORMICK
MARION,SC,45067,,,42330,SOUTH CAROLINA,MARION
MARLBORO,SC,45069,,,42340,SOUTH CAROLINA,MARLBORO
NEWBERRY,SC,45071,,,42350,SOUTH CAROLINA,NEWBERRY
OCONEE,SC,45073,,,42360,SOUTH CAROLINA,OCONEE
ORANGEBURG,SC,45075,,,42370,SOUTH CAROLINA,ORANGEBURG
PICKENS,SC,45077,24860.0,"Greenville-Anderson, SC",42380,SOUTH CAROLINA,PICKENS
RICHLAND,SC,45079,17900.0,"Columbia, SC",42390,SOUTH CAROLINA,RICHLAND
SALUDA,SC,45081,17900.0,"Columbia, SC",42400,SOUTH CAROLINA,SALUDA
SPARTANBURG,SC,45083,43900.0,"Spartanburg, SC",42410,SOUTH CAROLINA,SPARTANBURG
SUMTER,SC,45085,44940.0,"Sumter, SC",42420,SOUTH CAROLINA,SUMTER
UNION,SC,45087,,,42430,SOUTH CAROLINA,UNION
WILLIAMSBURG,SC,45089,,,42440,SOUTH CAROLINA,WILLIAMSBURG
YORK,SC,45091,16740.0,"Charlotte-Concord-Gastonia, NC-SC",42450,SOUTH CAROLINA,YORK
STATEWIDE,SC,45990,,,,,
AURORA,SD,46003,,,43010,SOUTH DAKOTA,AURORA
BEADLE,SD,46005,,,43020,SOUTH DAKOTA,BEADLE
BENNETT,SD,46007,,,43030,SOUTH DAKOTA,BENNETT
BON HOMME,SD,46009,,,43040,SOUTH DAKOTA,BON HOMME
BROOKINGS,SD,46011,,,43050,SOUTH DAKOTA,BROOKINGS
BROWN,SD,46013,,,43060,SOUTH DAKOTA,BROWN
BRULE,SD,46015,,,43070,SOUTH DAKOTA,BRULE
BUFFALO,SD,46017,,,43080,SOUTH DAKOTA,BUFFALO
BUTTE,SD,46019,,,43090,SOUTH DAKOTA,BUTTE
CAMPBELL,SD,46021,,,43100,SOUTH DAKOTA,CAMPBELL
CHARLES MIX,SD,46023,,,43110,SOUTH DAKOTA,CHARLES MIX
CLARK,SD,46025,,,43120,SOUTH DAKOTA,CLARK
CLAY,SD,46027,,,43130,SOUTH DAKOTA,CLAY
CODINGTON,SD,46029,,,43140,SOUTH DAKOTA,CODINGTON
CORSON,SD,46031,,,43150,SOUTH DAKOTA,CORSON
CUSTER,SD,46033,,,43160,SOUTH DAKOTA,CUSTER
DAVISON,SD,46035,,,43170,SOUTH DAKOTA,DAVISON
DAY,SD,46037,,,43180,SOUTH DAKOTA,DAY
DEUEL,SD,46039,,,43190,SOUTH DAKOTA,DEUEL
DEWEY,SD,46041,,,43200,SOUTH DAKOTA,DEWEY
DOUGLAS,SD,46043,,,43210,SOUTH DAKOTA,DOUGLAS
EDMUNDS,SD,46045,,,43220,SOUTH DAKOTA,EDMUNDS
FALL RIVER,SD,46047,,,43230,SOUTH DAKOTA,FALL RIVER
FAULK,SD,46049,,,43240,SOUTH DAKOTA,FAULK
GRANT,SD,46051,,,43250,SOUTH DAKOTA,GRANT
GREGORY,SD,46053,,,43260,SOUTH DAKOTA,GREGORY
HAAKON,SD,46055,,,43270,SOUTH DAKOTA,HAAKON
HAMLIN,SD,46057,,,43280,SOUTH DAKOTA,HAMLIN
HAND,SD,46059,,,43290,SOUTH DAKOTA,HAND
HANSON,SD,46061,,,43300,SOUTH DAKOTA,HANSON
HARDING,SD,46063,,,43310,SOUTH DAKOTA,HARDING
HUGHES,SD,46065,,,43320,SOUTH DAKOTA,HUGHES
HUTCHINSON,SD,46067,,,43330,SOUTH DAKOTA,HUTCHINSON
HYDE,SD,46069,,,43340,SOUTH DAKOTA,HYDE
JACKSON,SD,46071,,,43350,SOUTH DAKOTA,JACKSON
JERAULD,SD,46073,,,43360,SOUTH DAKOTA,JERAULD
JONES,SD,46075,,,43370,SOUTH DAKOTA,JONES
KINGSBURY,SD,46077,,,43380,SOUTH DAKOTA,KINGSBURY
LAKE,SD,46079,,,43390,SOUTH DAKOTA,LAKE
LAWRENCE,SD,46081,,,43400,SOUTH DAKOTA,LAWRENCE
LINCOLN,SD,46083,43620.0,"Sioux Falls, SD",43410,SOUTH DAKOTA,LINCOLN
LYMAN,SD,46085,,,43420,SOUTH DAKOTA,LYMAN
MC COOK,SD,46087,43620.0,"Sioux Falls, SD",43430,SOUTH DAKOTA,MCCOOK
MC PHERSON,SD,46089,,,43440,SOUTH DAKOTA,MCPHERSON
MARSHALL,SD,46091,,,43450,SOUTH DAKOTA,MARSHALL
MEADE,SD,46093,39660.0,"Rapid City, SD",43460,SOUTH DAKOTA,MEADE
MELLETTE,SD,46095,,,43470,SOUTH DAKOTA,MELLETTE
MINER,SD,46097,,,43480,SOUTH DAKOTA,MINER
MINNEHAHA,SD,46099,43620.0,"Sioux Falls, SD",43490,SOUTH DAKOTA,MINNEHAHA
MOODY,SD,46101,,,43500,SOUTH DAKOTA,MOODY
OGLALA LAKOTA COUNTY,SD,46102,,,43560,SOUTH DAKOTA,SHANNON (OGLALA LAKOTA)
PENNINGTON,SD,46103,39660.0,"Rapid City, SD",43510,SOUTH DAKOTA,PENNINGTON
PERKINS,SD,46105,,,43520,SOUTH DAKOTA,PERKINS
POTTER,SD,46107,,,43530,SOUTH DAKOTA,POTTER
ROBERTS,SD,46109,,,43540,SOUTH DAKOTA,ROBERTS
SANBORN,SD,46111,,,43550,SOUTH DAKOTA,SANBORN
SPINK,SD,46115,,,43570,SOUTH DAKOTA,SPINK
STANLEY,SD,46117,,,43580,SOUTH DAKOTA,STANLEY
SULLY,SD,46119,,,43590,SOUTH DAKOTA,SULLY
TODD,SD,46121,,,43600,SOUTH DAKOTA,TODD
TRIPP,SD,46123,,,43610,SOUTH DAKOTA,TRIPP
TURNER,SD,46125,43620.0,"Sioux Falls, SD",43620,SOUTH DAKOTA,TURNER
UNION,SD,46127,43580.0,"Sioux City, IA-NE-SD",43630,SOUTH DAKOTA,UNION
WALWORTH,SD,46129,,,43640,SOUTH DAKOTA,WALWORTH
YANKTON,SD,46135,,,43670,SOUTH DAKOTA,YANKTON
ZIEBACH,SD,46137,,,43680,SOUTH DAKOTA,ZIEBACH
STATEWIDE,SD,46990,,,,,
ANDERSON,TN,47001,28940.0,"Knoxville, TN",44000,TENNESSEE,ANDERSON
BEDFORD,TN,47003,,,44010,TENNESSEE,BEDFORD
BENTON,TN,47005,,,44020,TENNESSEE,BENTON
BLEDSOE,TN,47007,,,44030,TENNESSEE,BLEDSOE
BLOUNT,TN,47009,28940.0,"Knoxville, TN",44040,TENNESSEE,BLOUNT
BRADLEY,TN,47011,17420.0,"Cleveland, TN",44050,TENNESSEE,BRADLEY
CAMPBELL,TN,47013,28940.0,"Knoxville, TN",44060,TENNESSEE,CAMPBELL
CANNON,TN,47015,34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",44070,TENNESSEE,CANNON
CARROLL,TN,47017,,,44080,TENNESSEE,CARROLL
CARTER,TN,47019,27740.0,"Johnson City, TN",44090,TENNESSEE,CARTER
CHEATHAM,TN,47021,34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",44100,TENNESSEE,CHEATHAM
CHESTER,TN,47023,27180.0,"Jackson, TN",44110,TENNESSEE,CHESTER
CLAIBORNE,TN,47025,,,44120,TENNESSEE,CLAIBORNE
CLAY,TN,47027,,,44130,TENNESSEE,CLAY
COCKE,TN,47029,,,44140,TENNESSEE,COCKE
COFFEE,TN,47031,,,44150,TENNESSEE,COFFEE
CROCKETT,TN,47033,27180.0,"Jackson, TN",44160,TENNESSEE,CROCKETT
CUMBERLAND,TN,47035,,,44170,TENNESSEE,CUMBERLAND
DAVIDSON,TN,47037,34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",44180,TENNESSEE,DAVIDSON
DECATUR,TN,47039,,,44190,TENNESSEE,DECATUR
DE KALB,TN,47041,,,44200,TENNESSEE,DEKALB
DICKSON,TN,47043,34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",44210,TENNESSEE,DICKSON
DYER,TN,47045,,,44220,TENNESSEE,DYER
FAYETTE,TN,47047,32820.0,"Memphis, TN-MS-AR",44230,TENNESSEE,FAYETTE
FENTRESS,TN,47049,,,44240,TENNESSEE,FENTRESS
FRANKLIN,TN,47051,,,44250,TENNESSEE,FRANKLIN
GIBSON,TN,47053,27180.0,"Jackson, TN",44260,TENNESSEE,GIBSON
GILES,TN,47055,,,44270,TENNESSEE,GILES
GRAINGER,TN,47057,34100.0,"Morristown, TN",44280,TENNESSEE,GRAINGER
GREENE,TN,47059,,,44290,TENNESSEE,GREENE
GRUNDY,TN,47061,,,44300,TENNESSEE,GRUNDY
HAMBLEN,TN,47063,34100.0,"Morristown, TN",44310,TENNESSEE,HAMBLEN
HAMILTON,TN,47065,16860.0,"Chattanooga, TN-GA",44320,TENNESSEE,HAMILTON
HANCOCK,TN,47067,,,44330,TENNESSEE,HANCOCK
HARDEMAN,TN,47069,,,44340,TENNESSEE,HARDEMAN
HARDIN,TN,47071,,,44350,TENNESSEE,HARDIN
HAWKINS,TN,47073,28700.0,"Kingsport-Bristol, TN-VA",44360,TENNESSEE,HAWKINS
HAYWOOD,TN,47075,,,44370,TENNESSEE,HAYWOOD
HENDERSON,TN,47077,,,44380,TENNESSEE,HENDERSON
HENRY,TN,47079,,,44390,TENNESSEE,HENRY
HICKMAN,TN,47081,,,44400,TENNESSEE,HICKMAN
HOUSTON,TN,47083,,,44410,TENNESSEE,HOUSTON
HUMPHREYS,TN,47085,,,44420,TENNESSEE,HUMPHREYS
JACKSON,TN,47087,,,44430,TENNESSEE,JACKSON
JEFFERSON,TN,47089,34100.0,"Morristown, TN",44440,TENNESSEE,JEFFERSON
JOHNSON,TN,47091,,,44450,TENNESSEE,JOHNSON
KNOX,TN,47093,28940.0,"Knoxville, TN",44460,TENNESSEE,KNOX
LAKE,TN,47095,,,44470,TENNESSEE,LAKE
LAUDERDALE,TN,47097,,,44480,TENNESSEE,LAUDERDALE
LAWRENCE,TN,47099,,,44490,TENNESSEE,LAWRENCE
LEWIS,TN,47101,,,44500,TENNESSEE,LEWIS
LINCOLN,TN,47103,,,44510,TENNESSEE,LINCOLN
